1,1040.0,1943.0
2,633.0,2336.0
3,3877.0,5001.0
4,2220.0,2621.0
5,911.0,6691.0
6,1414.0,5546.0
7,1551.0,1756.0
8,3233.0,4972.0
9,301.0,435.0
10,129.0,3536.0
11,2859.0,7131.0
12,2363.0,5608.0
13,2902.0,7939.0
14,1968.0,867.0
15,3640.0,1921.0
16,3959.0,1352.0
17,3115.0,6682.0
18,3385.0,335.0
19,2600.0,7024.0
20,470.0,5276.0
21,894.0,969.0
22,3813.0,5721.0
23,2494.0,824.0
24,2584.0,7406.0
25,2226.0,1386.0
26,1726.0,5088.0
27,686.0,143.0
28,993.0,1987.0
29,3678.0,4450.0
30,3760.0,5725.0
31,1823.0,6167.0
32,984.0,5081.0
33,1003.0,417.0
34,2763.0,5989.0
35,1100.0,7517.0
36,2530.0,6568.0
37,2993.0,7454.0
38,3838.0,5987.0
39,3582.0,6869.0
40,234.0,5219.0
41,2173.0,4957.0
42,2557.0,2080.0
43,1619.0,4897.0
44,2812.0,1270.0
45,2798.0,6635.0
46,2940.0,3965.0
47,1146.0,1481.0
48,1413.0,775.0
49,2291.0,670.0
50,2770.0,5493.0
51,468.0,834.0
52,2356.0,374.0
53,1710.0,7895.0
54,3607.0,3294.0
55,1172.0,7337.0
56,2812.0,351.0
57,3731.0,7681.0
58,1189.0,1318.0
59,3519.0,6279.0
60,1167.0,7764.0
61,1353.0,3473.0
62,2137.0,6295.0
63,1197.0,5132.0
64,228.0,5093.0
65,2919.0,3589.0
66,3731.0,2965.0
67,5.0,2389.0
68,401.0,1561.0
69,3512.0,7015.0
70,2897.0,2972.0
71,644.0,4647.0
72,1584.0,6708.0
73,2167.0,5705.0
74,952.0,3716.0
75,2198.0,1075.0
76,2974.0,6385.0
77,435.0,2568.0
78,1867.0,4863.0
79,3099.0,6162.0
80,3895.0,5703.0
81,3532.0,7243.0
82,177.0,4951.0
83,611.0,6217.0
84,1659.0,5734.0
85,755.0,6467.0
86,2610.0,6066.0
87,3666.0,5316.0
88,3180.0,4600.0
89,2605.0,3754.0
90,2202.0,6415.0
91,2236.0,2587.0
92,2477.0,290.0
93,848.0,1286.0
94,373.0,6472.0
95,1577.0,3665.0
96,932.0,6594.0
97,3877.0,3748.0
98,816.0,7888.0
99,370.0,6737.0
100,1176.0,3312.0
101,3460.0,7839.0
102,3390.0,3700.0
103,161.0,3250.0
104,1683.0,447.0
105,2106.0,2072.0
106,1680.0,5212.0
107,2549.0,7986.0
108,64.0,5050.0
109,3109.0,4797.0
110,3323.0,6920.0
111,2395.0,4732.0
112,1101.0,2985.0
113,246.0,1604.0
114,2742.0,3028.0
115,3669.0,3108.0
116,3754.0,4620.0
117,3821.0,1966.0
118,1720.0,7030.0
119,3383.0,1510.0
120,744.0,284.0
121,161.0,7175.0
122,1150.0,4669.0
123,3812.0,6124.0
124,91.0,2382.0
125,277.0,7458.0
126,2114.0,2769.0
127,1109.0,2951.0
128,1080.0,6481.0
129,2851.0,2974.0
130,68.0,4535.0
131,2034.0,6707.0
132,1463.0,5068.0
133,3637.0,7653.0
134,3077.0,6348.0
135,1334.0,597.0
136,3665.0,6435.0
137,2278.0,4010.0
138,2663.0,7367.0
139,1454.0,1854.0
140,3298.0,1137.0
141,2724.0,7336.0
142,3438.0,953.0
143,2266.0,1638.0
144,1575.0,1229.0
145,945.0,4583.0
146,2817.0,7181.0
147,1675.0,627.0
148,3713.0,519.0
149,1053.0,5048.0
150,1960.0,1994.0
151,3779.0,3314.0
152,2896.0,7849.0
153,2221.0,7925.0
154,751.0,2254.0
155,1687.0,7386.0
156,2233.0,5368.0
157,3383.0,5828.0
158,1826.0,6866.0
159,3791.0,6926.0
160,3264.0,5617.0
161,2339.0,979.0
162,3631.0,1322.0
163,3108.0,4889.0
164,1838.0,7566.0
165,939.0,666.0
166,3686.0,1028.0
167,2177.0,2289.0
168,3979.0,3137.0
169,2619.0,5918.0
170,2779.0,4838.0
171,2755.0,2166.0
172,324.0,3765.0
173,3985.0,3370.0
174,738.0,3121.0
175,1816.0,4977.0
176,3366.0,6738.0
177,3037.0,2581.0
178,3922.0,1122.0
179,1955.0,7895.0
180,1760.0,1655.0
181,1634.0,5888.0
182,2595.0,6989.0
183,3094.0,4422.0
184,1861.0,7871.0
185,2707.0,1111.0
186,1391.0,5410.0
187,1685.0,5892.0
188,1959.0,4543.0
189,1782.0,4237.0
190,3571.0,3370.0
191,1177.0,2949.0
192,2205.0,515.0
193,1956.0,802.0
194,1615.0,5001.0
195,3338.0,4899.0
196,3645.0,5526.0
197,2854.0,990.0
198,1537.0,6715.0
199,772.0,3621.0
200,3042.0,4216.0
201,1977.0,6036.0
202,1358.0,7128.0
203,1203.0,5946.0
204,454.0,3559.0
205,3498.0,2850.0
206,3097.0,5265.0
207,2230.0,6205.0
208,648.0,4825.0
209,1530.0,6189.0
210,1961.0,3442.0
211,1119.0,6832.0
212,1992.0,894.0
213,1147.0,295.0
214,3559.0,7776.0
215,2704.0,7426.0
216,1637.0,7424.0
217,1297.0,1035.0
218,1117.0,3291.0
219,1087.0,4555.0
220,197.0,7299.0
221,2578.0,6813.0
222,2231.0,7546.0
223,2866.0,1613.0
224,3533.0,167.0
225,358.0,235.0
226,2661.0,4915.0
227,1539.0,6386.0
228,2820.0,5891.0
229,3334.0,272.0
230,375.0,4498.0
231,606.0,6738.0
232,1044.0,297.0
233,64.0,1454.0
234,575.0,4478.0
235,3453.0,940.0
236,2217.0,3111.0
237,145.0,2993.0
238,2290.0,6969.0
239,2962.0,3817.0
240,3023.0,2625.0
241,649.0,1488.0
242,295.0,2910.0
243,3837.0,3038.0
244,3543.0,4666.0
245,554.0,6157.0
246,341.0,2723.0
247,2385.0,5192.0
248,1618.0,6410.0
249,9.0,4081.0
250,89.0,5718.0
251,1075.0,1679.0
252,2516.0,2278.0
253,779.0,5395.0
254,461.0,5602.0
255,3322.0,5701.0
256,1490.0,2492.0
257,3849.0,7696.0
258,1170.0,1929.0
259,1488.0,614.0
260,1572.0,630.0
261,2060.0,1297.0
262,3110.0,7976.0
263,462.0,4824.0
264,3619.0,2228.0
265,784.0,4618.0
266,2766.0,1144.0
267,2915.0,6058.0
268,2059.0,7892.0
269,2949.0,2294.0
270,173.0,776.0
271,238.0,1238.0
272,2202.0,6124.0
273,1769.0,5662.0
274,426.0,1862.0
275,895.0,7232.0
276,430.0,4811.0
277,558.0,5841.0
278,942.0,5429.0
279,3193.0,4790.0
280,875.0,2109.0
281,218.0,1323.0
282,995.0,5750.0
283,2931.0,2095.0
284,466.0,7558.0
285,1441.0,7888.0
286,3029.0,2241.0
287,2065.0,1358.0
288,1419.0,3107.0
289,3533.0,1711.0
290,852.0,5802.0
291,2479.0,4703.0
292,731.0,5966.0
293,2838.0,6145.0
294,3888.0,2334.0
295,1590.0,4374.0
296,878.0,1849.0
297,938.0,4872.0
298,891.0,1701.0
299,805.0,3092.0
300,1486.0,7247.0
301,678.0,1555.0
302,2474.0,5727.0
303,1065.0,5731.0
304,1833.0,3959.0
305,3801.0,3766.0
306,1012.0,7433.0
307,2852.0,2551.0
308,2062.0,5330.0
309,3464.0,4820.0
310,689.0,6839.0
311,3145.0,1644.0
312,1840.0,1338.0
313,708.0,3927.0
314,379.0,2905.0
315,3357.0,6860.0
316,641.0,1283.0
317,1557.0,2803.0
318,304.0,2424.0
319,1848.0,3336.0
320,696.0,892.0
321,2450.0,2728.0
322,2733.0,1591.0
323,3041.0,1148.0
324,203.0,300.0
325,2694.0,6911.0
326,948.0,212.0
327,1301.0,7213.0
328,1717.0,7190.0
329,3852.0,3850.0
330,3430.0,3558.0
331,2113.0,6283.0
332,176.0,887.0
333,3540.0,4069.0
334,1034.0,3102.0
335,1443.0,817.0
336,3420.0,7813.0
337,2011.0,4409.0
338,964.0,72.0
339,3564.0,162.0
340,438.0,6639.0
341,2774.0,3189.0
342,3262.0,4041.0
343,2976.0,4235.0
344,65.0,3169.0
345,3335.0,7125.0
346,641.0,7072.0
347,1203.0,7046.0
348,544.0,4735.0
349,1317.0,3549.0
350,1116.0,6502.0
351,2317.0,2578.0
352,3161.0,3878.0
353,1497.0,3484.0
354,2172.0,7312.0
355,2023.0,7069.0
356,1843.0,560.0
357,443.0,1452.0
358,3218.0,6953.0
359,1132.0,4348.0
360,2808.0,6126.0
361,1560.0,2477.0
362,3376.0,3674.0
363,952.0,3503.0
364,1651.0,3949.0
365,2255.0,5775.0
366,1771.0,3428.0
367,1724.0,4896.0
368,3155.0,2740.0
369,2222.0,7751.0
370,3930.0,5538.0
371,1079.0,738.0
372,134.0,3202.0
373,1817.0,4821.0
374,628.0,7498.0
375,349.0,7475.0
376,2782.0,4561.0
377,195.0,966.0
378,2134.0,746.0
379,500.0,316.0
380,655.0,3479.0
381,1587.0,5742.0
382,667.0,748.0
383,3186.0,4941.0
384,3406.0,6402.0
385,2848.0,7467.0
386,3041.0,1108.0
387,1184.0,1316.0
388,83.0,57.0
389,3605.0,167.0
390,1002.0,3710.0
391,857.0,6756.0
392,2839.0,1631.0
393,2125.0,5140.0
394,3191.0,2658.0
395,1291.0,6112.0
396,918.0,1425.0
397,279.0,7023.0
398,1807.0,4050.0
399,180.0,7951.0
400,3182.0,548.0
401,402.0,3711.0
402,2038.0,7352.0
403,2981.0,7894.0
404,2142.0,7018.0
405,1522.0,2004.0
406,2358.0,730.0
407,738.0,7940.0
408,487.0,6316.0
409,2649.0,6346.0
410,2872.0,1816.0
411,768.0,6543.0
412,1646.0,2862.0
413,286.0,6021.0
414,267.0,1962.0
415,197.0,7769.0
416,3383.0,7407.0
417,3241.0,3573.0
418,1980.0,3684.0
419,1644.0,3183.0
420,2987.0,4904.0
421,2804.0,977.0
422,1692.0,1459.0
423,478.0,4357.0
424,2738.0,5962.0
425,2827.0,1565.0
426,2685.0,606.0
427,120.0,5501.0
428,2905.0,6338.0
429,1996.0,6438.0
430,3252.0,3015.0
431,3947.0,6239.0
432,845.0,7031.0
433,808.0,2497.0
434,3032.0,7914.0
435,3351.0,544.0
436,2270.0,5319.0
437,1215.0,4177.0
438,673.0,7963.0
439,2158.0,1309.0
440,381.0,7823.0
441,2183.0,4289.0
442,1033.0,1033.0
443,3287.0,7966.0
444,861.0,4386.0
445,742.0,5891.0
446,3182.0,7935.0
447,1288.0,5269.0
448,277.0,7182.0
449,275.0,2393.0
450,2637.0,351.0
451,2763.0,6750.0
452,3995.0,6044.0
453,1560.0,6282.0
454,392.0,5927.0
455,1113.0,4735.0
456,2922.0,7503.0
457,3666.0,7273.0
458,3201.0,3374.0
459,2721.0,2534.0
460,2045.0,3297.0
461,175.0,5331.0
462,860.0,1765.0
463,3713.0,6576.0
464,1073.0,4682.0
465,3982.0,3823.0
466,2304.0,3479.0
467,43.0,3102.0
468,102.0,7291.0
469,930.0,2989.0
470,1590.0,5739.0
471,3874.0,5534.0
472,1310.0,5788.0
473,207.0,1802.0
474,1672.0,159.0
475,410.0,5578.0
476,3004.0,3028.0
477,843.0,6600.0
478,1027.0,2124.0
479,2618.0,674.0
480,3878.0,3135.0
481,3870.0,5047.0
482,3509.0,2342.0
483,765.0,3666.0
484,1859.0,7607.0
485,3458.0,3057.0
486,399.0,1787.0
487,460.0,1585.0
488,157.0,1357.0
489,3778.0,7063.0
490,3555.0,241.0
491,2597.0,6269.0
492,768.0,5902.0
493,1982.0,1623.0
494,3878.0,5193.0
495,3191.0,6497.0
496,1560.0,6464.0
497,134.0,4071.0
498,3855.0,6048.0
499,1475.0,368.0
500,983.0,3236.0
501,2618.0,3912.0
502,150.0,7338.0
503,252.0,105.0
504,3500.0,5619.0
505,272.0,2629.0
506,1397.0,6071.0
507,1767.0,3699.0
508,3852.0,5091.0
509,3565.0,4211.0
510,138.0,6641.0
511,3611.0,2143.0
512,2988.0,3297.0
513,1450.0,4593.0
514,1650.0,2329.0
515,34.0,363.0
516,2212.0,6294.0
517,816.0,2343.0
518,1647.0,1166.0
519,3862.0,6907.0
520,1229.0,4964.0
521,60.0,456.0
522,3459.0,5063.0
523,1380.0,3808.0
524,3971.0,1768.0
525,859.0,785.0
526,3282.0,2518.0
527,3628.0,3666.0
528,1924.0,6583.0
529,2606.0,4041.0
530,387.0,5221.0
531,1022.0,6263.0
532,3151.0,1122.0
533,3687.0,769.0
534,3967.0,4922.0
535,1405.0,4572.0
536,2373.0,564.0
537,970.0,1043.0
538,3376.0,1332.0
539,2464.0,3704.0
540,2411.0,752.0
541,652.0,7717.0
542,963.0,5453.0
543,1868.0,7342.0
544,614.0,5333.0
545,2167.0,677.0
546,1638.0,855.0
547,2266.0,4424.0
548,2972.0,7324.0
549,3332.0,4107.0
550,3018.0,7553.0
551,1239.0,4926.0
552,2681.0,2038.0
553,2110.0,7708.0
554,1281.0,7057.0
555,3774.0,2607.0
556,3687.0,3408.0
557,2469.0,290.0
558,3456.0,1514.0
559,2047.0,7973.0
560,2708.0,4432.0
561,2728.0,3127.0
562,3262.0,4613.0
563,2684.0,2771.0
564,3792.0,983.0
565,1449.0,2937.0
566,2163.0,3769.0
567,518.0,7511.0
568,1643.0,1278.0
569,2109.0,7956.0
570,313.0,820.0
571,291.0,314.0
572,2811.0,1627.0
573,1673.0,2174.0
574,3790.0,3904.0
575,3211.0,6572.0
576,2548.0,571.0
577,261.0,883.0
578,3920.0,4737.0
579,294.0,4107.0
580,2797.0,3047.0
581,1276.0,1726.0
582,2366.0,3188.0
583,1039.0,3162.0
584,3009.0,1889.0
585,682.0,5554.0
586,2237.0,1071.0
587,691.0,5451.0
588,2667.0,1189.0
589,2044.0,5674.0
590,3249.0,7205.0
591,754.0,5944.0
592,1416.0,2602.0
593,2163.0,7695.0
594,2303.0,4129.0
595,957.0,1315.0
596,1400.0,3168.0
597,1665.0,4880.0
598,3217.0,2247.0
599,2198.0,1467.0
600,1661.0,4786.0
601,3785.0,1000.0
602,2449.0,472.0
603,562.0,5848.0
604,3931.0,5251.0
605,2114.0,1693.0
606,1963.0,7980.0
607,2297.0,828.0
608,2742.0,1778.0
609,2165.0,7804.0
610,3727.0,4023.0
611,1412.0,401.0
612,3254.0,7191.0
613,3610.0,6560.0
614,3245.0,7494.0
615,286.0,5231.0
616,2117.0,5893.0
617,3743.0,2923.0
618,440.0,6657.0
619,132.0,7636.0
620,2639.0,2632.0
621,3456.0,5513.0
622,1827.0,5928.0
623,932.0,6892.0
624,2048.0,3942.0
625,527.0,7089.0
626,2278.0,4312.0
627,3969.0,2824.0
628,1417.0,3040.0
629,2573.0,5989.0
